duration,src_bytes,dst_bytes,wrong_fragment,hot,logged_in,num_compromised,root_shell,num_root,num_file_creations,num_shells,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_encoded,service_encoded,flag_encoded,attack_binary
0.0,330.0,717.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14,245.0,255.0,1.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
1.0,1300.0,368.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,82.0,1.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,1.0,54.0,9.0,0
10.0,194.0,954639.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,295.0,465.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.17,69.00000000000001,255.0,1.0,0.0,0.010000000000000009,0.04,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,315.0,462.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.999999999999993,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,20.0,1.0,1.0,0.0,0.0,0.07999999999999996,0.06,0.0,255.0,18.0,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,5.0,1
0.0,43.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.99,0.020000000000000004,0.020000000000000004,255.0,254.0,1.0,0.009999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0
0.0,45.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.99,0.03,0.03,255.0,254.0,1.0,0.009999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0
0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,1.0000000000000142,0.010000000000000009,0.51,0.84,0.0,0.0,0.0,0.0,0.0,2.0,44.0,9.0,0
0.0,158.0,169.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,255.0,1.0,0.0,0.07000000000000002,0.03,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,14.0,249.0,1.0,0.0,0.07000000000000002,0.18,0.0,0.0,1.0,1.0000000000000002,1.0,24.0,1.0,0
0.0,280.0,1269.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,312.0,25925.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06,125.0,255.0,1.0,0.0,0.010000000000000009,0.02,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,24.0,1.0,1.0,0.0,0.0,0.08999999999999997,0.05,0.0,255.0,24.0,0.08999999999999997,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,10.0,1.0,1.0,0.0,0.0,0.09999999999999998,0.06,0.0,255.0,10.0,0.039999999999999925,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,5.0,1
0.0,43.0,108.99999999999636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,259.0,0.0,0.0,0.0,0.0,1.0,0.0,0.009999999999999995,102.0,200.0,0.85,0.020000000000000004,0.85,0.010000000000000002,0.0,0.0,0.11,0.0,2.0,12.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.67,8.0,250.0,1.0,0.0,0.12,0.04,0.0,0.0,1.0,0.38,1.0,24.0,1.0,0
0.0,211.0,7162.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,10.0,255.0,1.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,8.000000000000004,1.0,1.0,0.0,0.0,0.040000000000000036,0.06,0.0,255.0,5.0,0.020000000000000018,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,5.0,1
0.0,5891.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243.0,63.0,0.22999999999999998,0.020000000000000004,0.22999999999999998,0.03,0.0,0.0,0.03,0.0,1.0,20.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,13.0,1.0,1.0,0.0,0.0,0.08999999999999997,0.06,0.0,255.0,13.0,0.04999999999999993,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.0,5.0,1
0.0,44.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,154.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255.0,225.0,0.88,0.009999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0
5.0,1106.0,337.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,238.0,143.0,0.53,0.020000000000000004,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,1.0,54.0,9.0,0
0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,76.0,0.27,0.06,0.27,0.03,0.0,0.0,0.0,0.0,1.0,20.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,7.0,1.0,1.0,0.0,0.0,0.030000000000000027,0.06,0.0,255.0,7.0,0.030000000000000027,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,5.0,1
0.0,327.0,1921.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.999999999999986,255.0,1.0,0.0,0.01999999999999999,0.18,0.0,0.0,0.26,0.76,1.0,24.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,18.0,1.0,1.0,0.0,0.0,0.12,0.05,0.0,255.0,18.0,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,6.0,1.0,1.0,0.0,0.0,0.040000000000000036,0.06,0.0,255.0,5.0,0.020000000000000018,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1.0,68.0,5.0,1
0.0,3909.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.00000000000001,62.0,0.17000000000000004,0.04,0.17,0.05,0.0,0.0,0.0,0.0,1.0,20.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,1.0,0.1,0.0,0.8999999999999999,1.0,0.0,1.0,0.0,255.0,1.0000000000000142,0.0,0.9999999999999999,0.0,0.0,0.15,0.0,0.85,1.0000000000000002,1.0,44.0,1.0,1
0.0,230.0,3222.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255.0,242.0,0.95,0.009999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.000000000000007,8.000000000000004,1.0,1.0,0.0,0.0,0.38,0.19,0.0,255.0,8.0,0.030000000000000027,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,5.0,1
1.0,729.0,326.99999999999636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,106.0,0.47,0.18,0.010000000000000009,0.02,0.03999999999999998,0.020000000000000018,0.0,0.0,1.0,54.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255.0,1.0000000000000142,0.0,0.73,0.71,0.0,0.0,0.0,0.71,1.0000000000000002,1.0,49.0,1.0,1
0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146.0,122.0,0.84,0.009999999999999995,0.84,0.0,0.0,0.0,0.0,0.0,2.0,49.0,9.0,1
0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,382.00000000000006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,8.000000000000004,0.0,0.0,1.0,1.0,0.040000000000000036,0.07,0.0,255.0,8.0,0.030000000000000027,0.08,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,4.0,1.0,1
0.0,300.0,307.00000000000364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.25,8.0,255.0,1.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,43.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,164.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0
0.0,44.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,158.0,0.0,0.0,0.0,0.0,1.0,0.0,0.009999999999999995,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,14.0,0.0,0.0,1.0,1.0,0.10999999999999999,0.06,0.0,255.0,14.0,0.04999999999999993,0.05,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,20.0,1.0,1
0.0,46.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255.0,176.0,0.69,0.009999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,23.0,1.0,1.0,0.0,0.0,0.09999999999999998,0.06,0.0,255.0,23.0,0.08999999999999997,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,67.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,6.0,1.0,1.0,0.0,0.0,0.020000000000000018,0.06,0.0,255.0,14.0,0.04999999999999993,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,5.0,1
581.0,145.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,1.0000000000000142,0.010000000000000009,0.66,0.85,0.0,0.0,0.0,0.0,0.0,2.0,44.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,14.0,1.0,1.0,0.0,0.0,0.10999999999999999,0.05,0.0,255.0,3.0,0.010000000000000009,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,5.0,1
0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,18.0,0.2,0.03,0.2,0.0,0.0,0.0,0.0,0.0,2.0,43.0,9.0,0
0.0,237.0,2676.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,255.0,1.0,0.0,0.010000000000000009,0.010000000000000002,0.010000000000000009,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,334.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,40.0,1.0,0.0,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,1.0,20.0,9.0,1
0.0,54540.0,8314.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.25,1.0,0.0,0.5,26.0,26.0,1.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,24.0,9.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,0.07,0.0,0.9099999999999999,1.0,0.010000000000000009,1.0,0.0,255.0,1.0000000000000142,0.0,0.69,0.0,0.0,0.02999999999999997,0.0,0.42,1.0000000000000002,1.0,49.0,1.0,1
31.0,706.0,2077.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255.0,37.0,0.15000000000000002,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,9.0,0
1.0,772.0,333.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,129.0,0.55,0.06,0.01999999999999999,0.02,0.0,0.13,0.0,0.0,1.0,54.0,9.0,0
0.0,310.0,827.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.2,0.09,1.0,0.0,0.27,255.0,255.0,1.0,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.0,1.0,24.0,9.0,0
0.0,282.0,36253.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.17,93.0,255.0,1.0,0.0,0.010000000000000009,0.02,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,334.0,1320.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,22.0,1.0,1.0,0.0,0.0,0.07999999999999996,0.05,0.0,255.0,22.0,0.08999999999999997,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.93,1.0,0.07,0.0,0.93,0.14,0.0,255.0,14.0,0.04999999999999993,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,3.0,0.0,0.0,1.0,1.0,0.030000000000000027,0.08,0.0,135.0,3.0,0.020000000000000018,0.08,0.010000000000000009,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,49.0,1.0,1
0.0,54540.0,8314.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,150.0,1.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.009999999999999995,0.009999999999999995,1.0,24.0,9.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,5.0,0.0,0.0,1.0,1.0,0.020000000000000018,0.07,0.0,255.0,5.0,0.020000000000000018,0.07,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,8.0,1.0,1
0.0,302.0,6137.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,3.0,255.0,1.0,0.0,0.33,0.09,0.0,0.0,0.0,0.0,1.0,24.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,2.0,1.0,1.0,0.0,0.0,0.010000000000000009,0.06,0.0,255.0,20.0,0.08000000000000002,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,5.0,1
